timestep,reward,distance,control_cost
888000,1576.5034,75.8297,254.7146
889000,1599.6019,77.0418,255.2757
890000,1475.3729,71.1794,257.4606
891000,1597.5455,76.9219,255.1077
892000,1552.8680,75.0055,256.7797
893000,1647.5811,79.1711,254.7121
894000,1560.0774,75.3262,254.7755
895000,1365.2696,65.5345,252.1289
896000,1616.9371,77.9625,255.5403
897000,1610.6519,77.8096,256.4061
898000,1628.6053,78.3233,252.9940
899000,1654.2069,79.6025,254.8884
900000,1525.5043,73.3357,249.6393
901000,1587.7978,76.0872,247.7218
902000,1578.0786,75.7056,251.8287
903000,1634.5867,78.5214,252.1041
904000,1639.8292,78.8867,253.5157
905000,1438.7823,68.8232,249.2301
906000,1520.6489,72.7985,246.9389
907000,1563.8918,75.1565,249.5945
908000,1521.5638,73.0762,252.7089
909000,1691.1717,81.0452,250.5361
910000,1682.3793,80.9378,255.1503
911000,1659.0783,79.8267,251.8447
912000,1496.6993,71.6858,247.7122
913000,1703.2853,82.0226,253.7033
914000,1743.2450,83.7128,252.1727
915000,1634.5775,78.5302,249.5272
916000,1697.0105,81.6188,248.8163
917000,1664.6857,80.0256,252.6322
918000,1597.1686,76.7916,251.7309
919000,1642.4698,78.8720,251.5441
920000,1649.4799,79.2885,250.7687
921000,1285.6542,61.9240,252.4399
922000,1671.7404,80.4957,251.2754
923000,1632.7214,78.4452,250.7519
924000,1647.4220,79.3501,253.4478
925000,1701.9466,82.1712,255.8149
926000,1555.4758,75.0263,252.7196
927000,1418.3057,68.2289,249.7529
928000,1589.0830,76.5077,254.7318
929000,1728.8414,83.5143,255.4485
930000,1591.7538,76.6051,252.9592
931000,1601.2815,77.1803,251.1725
932000,1713.4776,82.5481,253.1555
933000,1516.7761,73.2235,255.1110
934000,1612.8728,77.6891,252.6714
935000,1695.9694,81.6862,255.6764
936000,1569.7534,75.7231,254.6144
937000,1650.0509,79.5585,256.5491
938000,1603.4480,77.4049,255.9984
939000,1681.9189,80.9636,252.9853
940000,1562.5233,75.4234,254.3571
941000,1712.5677,82.6319,256.0807
942000,1632.2079,78.6562,253.6589
943000,1643.9736,79.2479,252.7090
944000,1615.5489,77.6661,252.3210
945000,1708.3130,82.0334,250.0485
946000,1688.1438,81.1360,251.3288
947000,1692.6235,81.3644,251.9885
948000,1720.1334,82.6959,251.4326
949000,1444.0738,69.3590,249.9173
950000,1696.9097,81.5184,250.4957
951000,1692.9066,81.6400,253.6130
952000,1683.8848,81.1197,251.4174
953000,1628.3515,78.3367,248.5423
954000,1742.3539,84.0344,256.1538
955000,1627.4019,78.3120,255.2582
956000,1693.1570,81.6207,254.3598
957000,1738.3469,83.7591,253.4008
958000,1692.1014,81.5931,254.9522
959000,1753.3671,84.6087,255.9206
960000,1692.2606,81.4043,254.5040
961000,1674.6416,80.6940,255.5868
962000,1684.9043,81.4618,259.2094
963000,1758.2308,84.8408,256.3042
964000,1710.5610,82.6309,259.5247
965000,1569.7463,75.7215,256.4135
966000,1778.9764,86.1341,260.7033
967000,1609.3548,78.0210,260.9700
968000,1690.8540,81.8149,260.1705
969000,1634.3546,79.2130,263.9844
970000,1740.5892,84.2613,261.7859
971000,1701.8630,82.4320,260.6350
972000,1736.0361,84.1155,263.1243
973000,1763.2003,85.1929,260.7502
974000,1669.2970,80.9758,263.4275
975000,1741.1536,84.2437,261.0517
976000,1736.0634,84.2493,266.5514
977000,1718.1782,83.3309,262.3597
978000,1709.4710,82.9957,263.6713
979000,1705.2132,82.7279,263.4812
980000,1670.3660,80.9397,262.2448
981000,1749.8144,84.9277,264.9355
982000,1781.3048,86.2261,262.8443
983000,1069.8604,51.6923,256.1625
984000,1751.6005,84.9362,264.0092
985000,1708.8265,82.6720,261.6360
986000,1635.5946,78.9440,256.9848
987000,1744.4474,84.3371,260.2471
988000,1750.5581,84.8591,265.5224
989000,1591.6560,77.1449,261.1943
990000,1616.1197,78.4566,261.4869
991000,1485.4331,71.7857,259.5406
992000,1738.7618,84.0982,261.2181
993000,1679.7184,81.4143,261.5438
994000,1672.5992,81.0416,259.3856
995000,1596.3700,77.3320,259.7448
996000,1714.9484,83.0411,262.7831
997000,1733.4701,83.9064,261.1935
998000,1683.8021,81.8887,264.4478
999000,1477.2002,71.7522,264.9033
1000000,1648.4722,79.8744,262.1723
1001000,1652.9448,79.9369,260.6700
