timestep,reward,distance,control_cost
332000,3903.8316,208.1881,555.0666
333000,3712.8084,198.9311,555.1956
334000,981.2304,64.7809,554.7513
335000,3329.7610,180.1659,555.0351
336000,3507.3680,188.9756,554.5491
337000,537.7906,43.4394,553.6348
338000,3521.5652,188.9890,555.9288
339000,3855.6178,205.7185,554.9799
340000,3224.0330,174.4012,555.8014
341000,2532.5533,141.1726,556.7379
342000,2859.8436,157.1210,555.3970
343000,4208.6625,222.5447,554.2186
344000,3869.5239,206.3402,554.2318
345000,2753.0911,151.6452,554.8495
346000,2090.2711,119.4602,553.9400
347000,2789.6640,154.0882,556.1588
348000,3494.3358,188.2286,556.0144
349000,1380.8919,84.1787,553.9931
350000,3676.1116,196.9284,553.6249
351000,1604.3611,94.9031,554.2712
352000,1286.9792,79.7172,554.9481
353000,2014.2788,115.7694,554.5341
354000,3709.7124,198.5965,555.8759
355000,4017.4687,213.7203,554.1991
356000,3651.4336,195.6644,554.9475
357000,4185.7790,221.6743,554.9441
358000,4172.9140,221.2126,554.7133
359000,1648.6519,97.6205,555.4590
360000,4023.9738,213.8106,555.5278
361000,3813.3622,203.7821,553.2530
362000,3212.1791,174.7044,555.7486
363000,4010.0277,213.1862,553.1207
364000,4081.7247,217.2169,554.5802
365000,1011.9374,65.6896,554.0413
366000,3778.3816,202.0696,555.6484
367000,3789.4399,202.6065,555.2605
368000,3157.4661,171.7594,553.2486
369000,3782.3224,202.2951,555.1197
370000,497.7459,40.0807,555.0084
371000,3532.6944,189.9248,554.7340
372000,4081.8104,216.9760,554.5123
373000,861.5665,59.0658,554.5216
374000,3448.3478,186.0297,555.2643
375000,3998.4292,212.4515,554.3476
