timestep,reward,distance,control_cost
1000,-265.4891,-1.0085,493.8565
2000,-285.7454,-0.4940,516.5312
3000,-281.7352,2.1337,533.1372
4000,-118.2322,11.1338,538.3268
5000,-65.6039,13.1239,537.2320
6000,4.3352,18.2488,546.1556
7000,-211.4165,6.4731,538.5912
8000,-91.0511,12.1456,540.2440
9000,55.2464,19.4057,537.4104
10000,-135.1003,10.5946,538.3145
11000,19.5564,18.2763,542.4695
12000,-189.8775,5.2320,552.5910
13000,46.0880,19.1738,537.7230
14000,-11.2510,15.6903,545.9040
15000,167.7157,25.4009,540.3176
16000,-67.7620,13.6449,540.1615
17000,114.6623,22.7093,539.9350
18000,7.9737,17.3761,540.9024
19000,493.1011,41.7525,542.4680
20000,-69.0769,13.3778,542.0184
21000,255.0190,30.1050,545.1763
22000,384.8209,36.4796,543.3135
23000,1043.6680,69.4729,547.5552
24000,1575.9398,95.1285,548.8464
25000,1799.6680,106.2378,550.2301
26000,1900.6096,111.3302,552.2506
27000,1901.3374,111.5048,551.6444
28000,2021.9514,117.3395,552.9864
29000,2089.9783,120.1751,553.2176
30000,2126.0755,121.7754,551.5954
31000,2170.0676,123.9523,553.2319
32000,2484.7662,139.1467,553.8633
33000,3084.5485,168.2456,553.2344
34000,3221.1195,174.6669,553.1605
35000,3144.0064,170.8975,553.7411
36000,3286.5303,177.9711,554.0953
37000,2642.6913,146.4633,552.1244
38000,3210.4396,174.0098,552.4656
39000,3222.2615,174.7218,553.9477
40000,2897.2925,158.7120,553.3947
41000,2911.0282,159.6666,553.0645
42000,2337.4929,131.3200,552.1521
43000,2914.5317,159.6618,553.4893
44000,3392.1518,183.0886,555.0021
45000,3063.2269,167.0353,554.9953
46000,3254.5236,176.4581,554.4568
47000,3377.7841,182.4570,554.1080
48000,3340.1986,180.5061,554.0652
49000,3192.2538,173.3040,556.0628
50000,3454.5019,186.1471,554.0813
51000,2914.3001,159.5769,552.9145
52000,3195.0182,173.4070,553.9584
