episode,reward,avg_q_loss,avg_mu_loss
1,-355.89599841241
2,-215.27466094732438
3,-567.6539555404828
4,-403.62268371585014
5,-462.1615860816962
6,-498.12710966276256
7,-530.0230683579528
8,-111.63423582741298
9,-89.92587070244365
10,204.08256191326234
11,-158.0984662251978
12,244.01457824181233
13,276.19120180651436
14,237.4275826142022
15,264.8096146652081
16,29.885504744175115
17,44.36604690763747
18,30.906203758713797
19,154.49478220091794
20,462.29005932455686
21,193.316987293723
22,435.6547554488418
23,373.4827174812813
24,719.933075507874
25,621.2601925089331
26,1266.6717612945797
27,725.8526815190618
28,1198.4062513270605
29,1160.1584236206413
30,1196.1904706234839
31,989.8421582457734
32,1169.4675436584598
33,1494.923774410855
34,1638.0222594906027
35,1274.7523308522457
36,1330.5763955371688
37,1567.658472792115
38,1493.712089412433
39,1482.0521871597957
40,1587.4000885059575
41,1718.941934609475
42,1820.4899096952108
43,1935.5830826009033
44,1489.7488442384117
45,712.73580300216
46,1551.726913852025
47,1785.7942971090392
48,1506.8991308161346
49,1499.941538084003
50,1970.2302718306692
51,1865.6287592915548
52,2025.2628688921332
53,1741.5381886501218
54,1814.6696426294632
55,1556.8219778068558
56,1858.0729177181245
57,2062.8008401178768
58,308.8991992077395
59,1595.2454066691432
60,1869.2955158562306
61,1936.0110004185483
62,2106.477577381632
63,2083.937411923175
64,1882.3791116542732
65,2041.7831185814998
66,2009.2537894578002
67,649.1232549719389
68,1685.7065691868813
69,1756.4516596898347
70,1947.9524139554985
71,1839.3674530115338
72,1882.8943369177894
73,2319.842213541193
74,1999.028799320834
75,1727.6608688019585
76,2451.6282612805476
77,2156.1810387881337
78,2158.5377798763443
79,2332.804461522061
80,2338.9754153218064
81,2426.202030837935
82,484.28005429692473
83,2272.1687464006154
84,2575.1075331624693
85,2566.490958140557
86,2097.7372283425784
87,2206.304731724415
88,2244.446839680648
89,2369.3149224805143
90,2586.857925237069
91,2913.476876902619
92,2824.139354943707
93,2168.827112747285
94,2733.5120124493365
95,3144.8082469709584
96,2878.6288056401163
97,2655.1442669870976
98,2747.853805964031
99,2484.7250359680115
100,3059.141711658333
101,2308.993421703206
102,2572.282459599938
103,2896.564632620082
104,2968.0031557418765
105,2818.6926297969503
106,3247.390710222098
107,3229.4154444663563
108,3180.7721900499014
109,3360.330138842685
110,3064.2742947005345
111,3160.397587459662
112,3230.8144924231865
113,3090.0053049322196
114,3414.3064092159343
